Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Periodo;Total
A Delitos;;;2021;410.842
A Delitos;;;2020;311.271
A Delitos;;;2019;412.571
A Delitos;;;2018;406.327
A Delitos;;;2017;394.301
A Delitos;;;2016;365.202
A Delitos;;;2015;288.756
A Delitos;;;2014;277.956
A Delitos;;;2013;275.196
A Delitos;1 Homicidio y sus formas;;2021;1.145
A Delitos;1 Homicidio y sus formas;;2020;1.036
A Delitos;1 Homicidio y sus formas;;2019;1.099
A Delitos;1 Homicidio y sus formas;;2018;1.087
A Delitos;1 Homicidio y sus formas;;2017;1.158
A Delitos;1 Homicidio y sus formas;;2016;1.252
A Delitos;1 Homicidio y sus formas;;2015;1.355
A Delitos;1 Homicidio y sus formas;;2014;1.295
A Delitos;1 Homicidio y sus formas;;2013;1.427
A Delitos;2 Aborto;;2021;9
A Delitos;2 Aborto;;2020;11
A Delitos;2 Aborto;;2019;12
A Delitos;2 Aborto;;2018;6
A Delitos;2 Aborto;;2017;12
A Delitos;2 Aborto;;2016;17
A Delitos;2 Aborto;;2015;7
A Delitos;2 Aborto;;2014;13
A Delitos;2 Aborto;;2013;12
A Delitos;3 Lesiones;;2021;70.678
A Delitos;3 Lesiones;;2020;53.105
A Delitos;3 Lesiones;;2019;69.437
A Delitos;3 Lesiones;;2018;67.472
A Delitos;3 Lesiones;;2017;65.519
A Delitos;3 Lesiones;;2016;55.272
A Delitos;3 Lesiones;;2015;37.082
A Delitos;3 Lesiones;;2014;34.136
A Delitos;3 Lesiones;;2013;33.767
A Delitos;4 Lesiones al feto;;2021;41
A Delitos;4 Lesiones al feto;;2020;20
A Delitos;4 Lesiones al feto;;2019;26
A Delitos;4 Lesiones al feto;;2018;30
A Delitos;4 Lesiones al feto;;2017;32
A Delitos;4 Lesiones al feto;;2016;33
A Delitos;4 Lesiones al feto;;2015;34
A Delitos;4 Lesiones al feto;;2014;53
A Delitos;4 Lesiones al feto;;2013;47
A Delitos;5 Manipulación genética;;2021;4
A Delitos;5 Manipulación genética;;2020;4
A Delitos;5 Manipulación genética;;2019;4
A Delitos;5 Manipulación genética;;2018;4
A Delitos;5 Manipulación genética;;2017;""
A Delitos;5 Manipulación genética;;2016;4
A Delitos;5 Manipulación genética;;2015;2
A Delitos;5 Manipulación genética;;2014;1
A Delitos;5 Manipulación genética;;2013;3
A Delitos;6 Contra la libertad;;2021;31.251
A Delitos;6 Contra la libertad;;2020;22.369
A Delitos;6 Contra la libertad;;2019;27.828
A Delitos;6 Contra la libertad;;2018;27.003
A Delitos;6 Contra la libertad;;2017;25.783
A Delitos;6 Contra la libertad;;2016;21.635
A Delitos;6 Contra la libertad;;2015;12.821
A Delitos;6 Contra la libertad;;2014;10.947
A Delitos;6 Contra la libertad;;2013;10.785
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2021;201
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2020;217
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2019;220
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2018;194
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2017;266
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2016;298
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2015;304
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2014;273
A Delitos;6 Contra la libertad;6.1 Detenciones ilegales y secuestro;2013;302
A Delitos;6 Contra la libertad;6.2 Amenazas;2021;25.132
A Delitos;6 Contra la libertad;6.2 Amenazas;2020;17.983
A Delitos;6 Contra la libertad;6.2 Amenazas;2019;22.398
A Delitos;6 Contra la libertad;6.2 Amenazas;2018;21.986
A Delitos;6 Contra la libertad;6.2 Amenazas;2017;21.149
A Delitos;6 Contra la libertad;6.2 Amenazas;2016;17.827
A Delitos;6 Contra la libertad;6.2 Amenazas;2015;10.427
A Delitos;6 Contra la libertad;6.2 Amenazas;2014;8.947
A Delitos;6 Contra la libertad;6.2 Amenazas;2013;8.802
A Delitos;6 Contra la libertad;6.3 Coacciones;2021;5.918
A Delitos;6 Contra la libertad;6.3 Coacciones;2020;4.169
A Delitos;6 Contra la libertad;6.3 Coacciones;2019;5.210
A Delitos;6 Contra la libertad;6.3 Coacciones;2018;4.823
A Delitos;6 Contra la libertad;6.3 Coacciones;2017;4.368
A Delitos;6 Contra la libertad;6.3 Coacciones;2016;3.510
A Delitos;6 Contra la libertad;6.3 Coacciones;2015;2.090
A Delitos;6 Contra la libertad;6.3 Coacciones;2014;1.727
A Delitos;6 Contra la libertad;6.3 Coacciones;2013;1.681
A Delitos;7 Torturas e integridad moral;;2021;9.700
A Delitos;7 Torturas e integridad moral;;2020;7.078
A Delitos;7 Torturas e integridad moral;;2019;8.102
A Delitos;7 Torturas e integridad moral;;2018;7.819
A Delitos;7 Torturas e integridad moral;;2017;7.198
A Delitos;7 Torturas e integridad moral;;2016;6.247
A Delitos;7 Torturas e integridad moral;;2015;3.995
A Delitos;7 Torturas e integridad moral;;2014;2.545
A Delitos;7 Torturas e integridad moral;;2013;2.771
A Delitos;7 BIS Trata de seres humanos;;2021;226
A Delitos;7 BIS Trata de seres humanos;;2020;94
A Delitos;7 BIS Trata de seres humanos;;2019;197
A Delitos;7 BIS Trata de seres humanos;;2018;54
A Delitos;7 BIS Trata de seres humanos;;2017;63
A Delitos;7 BIS Trata de seres humanos;;2016;123
A Delitos;7 BIS Trata de seres humanos;;2015;103
A Delitos;7 BIS Trata de seres humanos;;2014;30
A Delitos;7 BIS Trata de seres humanos;;2013;39
A Delitos;8 Contra la libertad e indemnidad sexuales;;2021;3.881
A Delitos;8 Contra la libertad e indemnidad sexuales;;2020;2.885
A Delitos;8 Contra la libertad e indemnidad sexuales;;2019;3.296
A Delitos;8 Contra la libertad e indemnidad sexuales;;2018;2.917
A Delitos;8 Contra la libertad e indemnidad sexuales;;2017;2.764
A Delitos;8 Contra la libertad e indemnidad sexuales;;2016;2.721
A Delitos;8 Contra la libertad e indemnidad sexuales;;2015;2.515
A Delitos;8 Contra la libertad e indemnidad sexuales;;2014;2.492
A Delitos;8 Contra la libertad e indemnidad sexuales;;2013;2.628
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2021;491
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2020;428
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2019;428
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2018;386
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2017;387
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2016;430
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2015;489
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2014;528
A Delitos;8 Contra la libertad e indemnidad sexuales;8.1 Agresiones sexuales;2013;605
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2021;1.556
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2020;1.070
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2019;1.218
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2018;1.011
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2017;956
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2016;969
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2015;740
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2014;837
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 Abusos sexuales;2013;838
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2021;738
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2020;560
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2019;529
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2018;453
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2017;320
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2016;318
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2015;230
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2014;225
A Delitos;8 Contra la libertad e indemnidad sexuales;8.2 BIS Abusos y agresiones sexuales a menores de 16 años;2013;163
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2021;74
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2020;58
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2019;69
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2018;59
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2017;45
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2016;48
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2015;43
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2014;33
A Delitos;8 Contra la libertad e indemnidad sexuales;8.3 Acoso sexual;2013;46
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2021;430
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2020;340
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2019;432
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2018;394
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2017;414
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2016;448
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2015;390
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2014;359
A Delitos;8 Contra la libertad e indemnidad sexuales;8.4 Exhibicionismo y provocación sexual;2013;368
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2021;592
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2020;429
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2019;620
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2018;614
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2017;642
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2016;508
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2015;623
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2014;510
A Delitos;8 Contra la libertad e indemnidad sexuales;8.5 Prostitución y corrupción menores;2013;608
A Delitos;9 Omisión del deber de socorro;;2021;68
A Delitos;9 Omisión del deber de socorro;;2020;43
A Delitos;9 Omisión del deber de socorro;;2019;46
A Delitos;9 Omisión del deber de socorro;;2018;73
A Delitos;9 Omisión del deber de socorro;;2017;70
A Delitos;9 Omisión del deber de socorro;;2016;68
A Delitos;9 Omisión del deber de socorro;;2015;77
A Delitos;9 Omisión del deber de socorro;;2014;85
A Delitos;9 Omisión del deber de socorro;;2013;82
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2021;822
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2020;606
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2019;722
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2018;738
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2017;691
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2016;695
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2015;608
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2014;576
A Delitos;10 Contra la intimidad, derecho a la propia imagen;;2013;518
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2021;592
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2020;421
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2019;484
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2018;453
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2017;364
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2016;338
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2015;290
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2014;237
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.1 Descubrimiento y revelación de secretos;2013;203
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2021;230
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2020;185
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2019;238
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2018;285
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2017;327
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2016;357
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2015;318
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2014;339
A Delitos;10 Contra la intimidad, derecho a la propia imagen;10.2 Allanamiento de morada;2013;315
A Delitos;11 Contra el honor;;2021;768
A Delitos;11 Contra el honor;;2020;609
A Delitos;11 Contra el honor;;2019;743
A Delitos;11 Contra el honor;;2018;775
A Delitos;11 Contra el honor;;2017;905
A Delitos;11 Contra el honor;;2016;843
A Delitos;11 Contra el honor;;2015;320
A Delitos;11 Contra el honor;;2014;144
A Delitos;11 Contra el honor;;2013;98
A Delitos;11 Contra el honor;11.1 Calumnias;2021;60
A Delitos;11 Contra el honor;11.1 Calumnias;2020;36
A Delitos;11 Contra el honor;11.1 Calumnias;2019;61
A Delitos;11 Contra el honor;11.1 Calumnias;2018;81
A Delitos;11 Contra el honor;11.1 Calumnias;2017;62
A Delitos;11 Contra el honor;11.1 Calumnias;2016;35
A Delitos;11 Contra el honor;11.1 Calumnias;2015;48
A Delitos;11 Contra el honor;11.1 Calumnias;2014;56
A Delitos;11 Contra el honor;11.1 Calumnias;2013;25
A Delitos;11 Contra el honor;11.2 Injurias;2021;708
A Delitos;11 Contra el honor;11.2 Injurias;2020;573
A Delitos;11 Contra el honor;11.2 Injurias;2019;682
A Delitos;11 Contra el honor;11.2 Injurias;2018;694
A Delitos;11 Contra el honor;11.2 Injurias;2017;843
A Delitos;11 Contra el honor;11.2 Injurias;2016;808
A Delitos;11 Contra el honor;11.2 Injurias;2015;272
A Delitos;11 Contra el honor;11.2 Injurias;2014;88
A Delitos;11 Contra el honor;11.2 Injurias;2013;73
A Delitos;12 Contra las relaciones familiares;;2021;5.087
A Delitos;12 Contra las relaciones familiares;;2020;4.193
A Delitos;12 Contra las relaciones familiares;;2019;5.821
A Delitos;12 Contra las relaciones familiares;;2018;6.196
A Delitos;12 Contra las relaciones familiares;;2017;6.595
A Delitos;12 Contra las relaciones familiares;;2016;6.945
A Delitos;12 Contra las relaciones familiares;;2015;7.089
A Delitos;12 Contra las relaciones familiares;;2014;6.946
A Delitos;12 Contra las relaciones familiares;;2013;6.282
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2021;4
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2020;19
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2019;2
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2018;11
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2017;11
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2016;11
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2015;14
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2014;15
A Delitos;12 Contra las relaciones familiares;12.1 Matrimonios ilegales;2013;7
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2021;""
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2020;""
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2019;9
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2018;4
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2017;3
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2016;5
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2015;4
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2014;5
A Delitos;12 Contra las relaciones familiares;12.2 Suposición de parto y alteración de la paternidad;2013;5
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2021;5.083
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2020;4.174
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2019;5.810
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2018;6.181
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2017;6.581
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2016;6.929
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2015;7.071
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2014;6.926
A Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;2013;6.270
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2021;126.673
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2020;99.660
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2019;141.686
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2018;142.426
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2017;136.992
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2016;122.647
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2015;74.790
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2014;64.620
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;2013;60.645
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2021;57.535
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2020;47.533
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2019;71.671
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2018;70.102
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2017;63.721
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2016;55.282
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2015;20.611
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2014;11.606
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;2013;10.751
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2021;22.564
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2020;18.149
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2019;24.004
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2018;25.756
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2017;27.713
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2016;28.758
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2015;29.499
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2014;30.815
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;2013;30.509
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2021;146
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2020;76
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2019;112
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2018;81
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2017;140
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2016;117
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2015;109
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2014;94
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.3 Extorsión;2013;91
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2021;1.487
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2020;1.215
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2019;1.729
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2018;1.846
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2017;1.975
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2016;1.931
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2015;2.038
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2014;2.322
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;2013;2.444
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2021;4.302
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2020;3.157
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2019;4.687
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2018;6.028
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2017;6.757
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2016;6.132
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2015;3.278
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2014;2.402
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;2013;1.669
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2021;25.358
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2020;18.212
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2019;24.129
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2018;23.252
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2017;21.953
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2016;17.736
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2015;10.202
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2014;9.166
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;2013;7.876
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2021;213
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 Frustración de la ejecución;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2021;358
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2020;511
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2019;724
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2018;766
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2017;845
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2016;835
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2015;660
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2014;654
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.7 BIS Insolvencias punibles;2013;541
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2021;2
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2020;30
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2019;35
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2018;24
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2017;34
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2016;38
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2015;72
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2014;77
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.8 Alteración de precios en concursos y subastas públicas;2013;67
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2021;10.789
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2020;7.609
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2019;10.252
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2018;10.037
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2017;9.694
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2016;7.838
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2015;4.854
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2014;4.272
